pk,jsondata,id,name,description,markup_description,parameter_pk,number,abbr,version
193,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",45-6,No overt past marker exists,,,46,7,No past marker,1
194,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",45-7,"Particle, clause-second position",,,46,6,"Particle, clause-second position",1
195,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",46-1,Affix,,,47,1,Affix,1
196,"{""color"": ""964B00"", ""icon"": ""pie-100-964B00.png""}",46-2,"Particle, nothing can intervene",,,47,2,"Particle, nothing can intervene",1
197,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",46-3,"Particle, only grammatical markers can intervene",,,47,3,"Particle, grammatical markers can intervene",1
198,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",46-4,"Particle, a few lexical items may intervene",,,47,4,"Particle, a few lexical items may intervene",1
199,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",46-5,"Particle, open-class items may intervene",,,47,5,"Particle, open-class items may intervene",1
200,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",46-6,No overt progressive marker,,,47,6,No overt progressive marker,1
201,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",47-1,No overt progressive marker,,,48,1,No overt progressive marker,1
202,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",47-2,Only progressive function,,,48,2,Only progressive function,1
203,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",47-3,Progressive and current state,,,48,4,Progressive and current state,1
204,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",47-4,Progressive and habitual,,,48,3,Progressive and habitual,1
205,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",47-5,Progressive and future,,,48,5,Progressive and future,1
206,"{""color"": ""964B00"", ""icon"": ""pie-100-964B00.png""}",47-6,"Progressive, habitual, and current state",,,48,6,"Progressive, habitual, and current state",1
207,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",47-8,"Progressive, habitual, and future",,,48,7,"Progressive, habitual, and future",1
208,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",47-9,"Progressive, habitual, current state, and future",,,48,8,"Progressive, habit., current state, and fut.",1
209,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",48-1,No overt habitual marker,,,49,1,No overt habitual marker,1
210,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",48-2,Only habitual function,,,49,2,Only habitual function,1
211,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",48-3,Habitual and current state,,,49,4,Habitual and current state,1
212,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",48-4,Habitual and progressive,,,49,3,Habitual and progressive,1
213,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",48-5,Habitual and future,,,49,5,Habitual and future,1
214,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",48-6,"Habitual, progressive, and current state",,,49,6,"Habitual, progressive, and current state",1
215,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",48-7,"Habitual, current state, and future",,,49,7,"Habitual, current state, and future",1
216,"{""color"": ""964B00"", ""icon"": ""pie-100-964B00.png""}",48-8,"Habitual, progressive and future",,,49,8,"Habitual, progressive, and future",1
217,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",48-9,"Habitual, progressive, current state, and future",,,49,9,"Habitual, prog., current state, and future",1
218,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",49-1,Purely aspectual system,,,50,1,Purely aspectual system,1
219,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",49-2,Purely temporal system,,,50,2,Purely temporal system,1
220,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",49-3,Mixed aspectual-temporal system,,,50,3,Mixed aspectual-temporal system,1
221,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",49-4,No or only one tense or aspect marker,,,50,4,No or only one tense or aspect marker,1
222,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",50-1,Same TAM marking in negated clauses,,,51,1,Same TAM marking in negated clauses,1
223,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",50-2,Reduced TAM marking in negated clauses,,,51,2,Reduced TAM marking in negated clauses,1
224,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",50-3,Different TAM marking in negated clauses,,,51,3,Different TAM marking in negated clauses,1
225,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",50-4,Reduced and different TAM marking in negated clauses,,,51,4,Reduced and different TAM marking,1
226,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",50-6,No TAM marker,,,51,5,No TAM marker,1
227,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",51-1,Stative verbs with present reference and dynamic verbs with past perfective reference are marked differently,,,52,3,Stative and dynamic verbs marked differently,1
228,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",51-3,Stative verbs with present reference and dynamic verbs with past perfective reference are both unmarked,,,52,1,Stative and dynamic verbs both unmarked,1
229,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",51-6,Stative verbs with present reference and dynamic verbs with past perfective reference are marked with the same overt marker,,,52,2,Stative and dynamic verbs marked the same way,1
230,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",51-8,The language has no or only one TAM marker,,,52,4,The language has no or only one TAM marker,1
231,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",52-1,No inchoative meaning with aspect markers,,,53,1,No inchoative meaning with aspect markers,1
232,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",52-2,Inchoative expressed by progressive marker,,,53,2,Inchoative expressed by progressive marker,1
233,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",52-3,Inchoative expressed by completive marker,,,53,3,Inchoative expressed by completive marker,1
234,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",52-4,Inchoative expressed by progressive and completive markers,,,53,4,Inch. expr. by progressive and completive m.,1
235,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",52-5,No aspect markers,,,53,5,,1
236,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",53-1,Verb chaining does not exist,,,54,3,Verb chaining does not exist,1
237,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",53-2,Aspect change in verb chains is possible,,,54,1,Aspect change in verb chains is possible,1
238,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",53-3,Aspect change in verb chains is not possible,,,54,2,Aspect change in verb chains is not possible,1
239,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",54-1,Weak suppletion according to tense only,,,55,1,Weak suppletion according to tense only,1
240,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",54-2,Strong suppletion according to tense only,,,55,2,Strong suppletion according to tense only,1
241,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",54-3,Weak suppletion according to aspect only,,,55,3,Weak suppletion according to aspect only,1
242,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",54-4,Strong suppletion according to aspect only,,,55,4,Strong suppletion according to aspect only,1
243,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",54-6,Strong suppletion according to both tense and aspect,,,55,5,Strong suppletion in to both tense and aspect,1
244,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",54-7,No suppletion according to tense or aspect,,,55,6,No suppletion according to tense or aspect,1
286,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",65-5,Rains,,,66,4,Rains,1
245,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",55-1,Ability verb also expresses epistemic possibility,,,56,1,Ability verb also expresses epist. poss.,1
246,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",55-2,Ability verb cannot express epistemic possibility,,,56,2,Ability verb cannot express epist. poss.,1
247,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",55-3,No ability verb,,,56,3,No ability verb,1
248,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",56-1,Normal imperative construction and normal negator,,,57,1,"Normal imperative, normal negator",1
249,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",56-2,Normal imperative construction and special negator,,,57,2,"Normal imperative, special negator",1
250,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",56-3,Special imperative construction and normal negator,,,57,3,"Special imperative, normal negator",1
251,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",56-4,Special imperative construction and special negator,,,57,4,"Special imperative, special negator",1
252,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",57-1,No marking of patient NPs,,,58,1,No marking of patient NPs,1
253,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",57-2,Only definite patient NPs are marked,,,58,2,Only definite patient NPs are marked,1
254,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",57-3,Only animate patient NPs are marked,,,58,3,Only animate patient NPs are marked,1
255,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",57-4,Only definite and animate patient NPs are marked,,,58,4,Only definite and animate patients are marked,1
256,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",57-5,All patient NPs are marked,,,58,5,All patient NPs are marked,1
257,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",58-1,Neutral alignment,,,59,1,Neutral alignment,1
258,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",58-2,Accusative alignment,,,59,2,Accusative alignment,1
259,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",58-4,Ergative alignment,,,59,3,Ergative alignment,1
260,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",59-1,Neutral alignment,,,60,1,Neutral alignment,1
261,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",59-2,Accusative alignment,,,60,2,Accusative alignment,1
262,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",60-1,Indirect-object construction,,,61,2,Indirect-object construction,1
263,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",60-2,Double-object construction,,,61,1,Double-object construction,1
264,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",60-3,Secondary-object construction,,,61,3,Secondary-object construction,1
265,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",61-1,Subject – verb – recipient – theme,,,62,1,Subject – verb – recipient – theme,1
266,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",61-2,Subject – verb – theme – recipient,,,62,2,Subject – verb – theme – recipient,1
267,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",61-3,Subject – theme – recipient – verb,,,62,3,Subject – theme – recipient – verb,1
268,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",61-4,Subject – recipient – theme – verb,,,62,4,Subject – recipient – theme – verb,1
269,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",61-5,Verb-initial recipient – theme,,,62,5,Verb-initial recipient – theme,1
270,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",61-6,Verb-initial theme – recipient,,,62,6,Verb-initial theme – recipient,1
271,"{""color"": ""964B00"", ""icon"": ""pie-100-964B00.png""}",61-7,Other recipient – theme,,,62,7,Other recipient – theme,1
272,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",61-8,Other theme – recipient,,,62,8,Other theme – recipient,1
273,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",62-1,Obligatory pronoun words,,,63,1,Obligatory pronoun words,1
274,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",62-2,Pronoun affixes,,,63,2,Pronoun affixes,1
275,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",62-4,Subject pronouns in different position,,,63,4,Subject pronouns in different position,1
276,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",62-5,Optional pronoun words,,,63,3,Optional pronoun words,1
277,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",62-6,Mixed behaviour of pronominal subjects,,,63,5,Mixed behaviour of pronominal subjects,1
278,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",63-1,An expletive subject is used,,,64,1,An expletive subject is used,1
279,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",63-2,An expletive subject is not used,,,64,2,An expletive subject is not used,1
280,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",63-3,'There is no 'seem' construction,,,64,3,'There is no 'seem' construction,1
281,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",64-1,An expletive subject is used,,,65,1,An expletive subject is used,1
282,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",64-2,An expletive subject is not used,,,65,2,An expletive subject is not used,1
283,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",65-1,Rain falls,,,66,1,Rain falls,1
284,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",65-3,Rain rains,,,66,2,Rain rains,1
285,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",65-4,It rains,,,66,3,It rains,1
287,"{""color"": ""964B00"", ""icon"": ""pie-100-964B00.png""}",65-6,Rain exists,,,66,6,Rain exists,1
288,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",65-7,It gives rain,,,66,5,It gives rain,1
289,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",66-1,Experiencer is subject,,,67,1,Experiencer is subject,1
290,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",66-2,Pain is subject,,,67,3,Pain is subject,1
291,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",66-3,Body-part is subject,,,67,2,Body-part is subject,1
292,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",66-5,Experiencer is dative,,,67,4,Experiencer is dative,1
293,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",66-6,Incorporated body-part noun,,,67,5,Incorporated body-part noun,1
294,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",67-1,Experiencer is subject,,,68,1,Experiencer is subject,1
295,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",67-2,Experiencer is object,,,68,2,Experiencer is object,1
296,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",67-5,Both experiencer and stimulus are objects,,,68,4,Experiencer and stimulus are objects,1
297,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",67-6,Experiencer is dative,,,68,3,Experiencer is dative,1
298,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",68-1,"Experiencer is subject, 'fear' is verbal",,,69,1,"Experiencer is subject, 'fear' is verbal",1
299,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",68-2,"Experiencer is subject, 'fear' is non-verbal",,,69,2,"Experiencer is subject, 'fear' is non-verbal",1
300,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",68-3,"'Fear' is subject, experiencer is object",,,69,3,"'Fear' is subject, experiencer is object",1
301,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",68-4,"'Fear' is subject, experiencer is oblique",,,69,5,"'Fear' is subject, experiencer is oblique",1
302,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",68-5,Body-part is subject,,,69,6,Body-part is subject,1
303,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",68-7,Experiencer is dative,,,69,4,Experiencer is dative,1
304,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",69-1,Adposition,,,70,1,Adposition,1
305,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",69-2,Serial verb,,,70,2,Serial verb,1
306,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",69-3,Case marker,,,70,5,Case marker,1
307,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",69-4,Unmarked noun phrase,,,70,4,Unmarked noun phrase,1
308,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",69-5,Non-serial verb,,,70,3,Non-serial verb,1
309,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",70-1,Identity,,,71,1,Identity,1
310,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",70-2,Differentiation,,,71,2,Differentiation,1
311,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",70-3,Overlap,,,71,3,Overlap,1
312,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",71-1,Identity,,,72,1,Identity,1
313,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",71-2,Differentiation,,,72,2,Differentiation,1
314,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",71-3,Overlap,,,72,3,Overlap,1
315,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",72-1,"Identity, overtly expressed",,,73,1,"Identity, overtly expressed",1
316,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",72-2,"Identity, expressed by juxtaposition",,,73,2,"Identity, expressed by juxtaposition",1
317,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",72-3,Differentiation,,,73,3,Differentiation,1
318,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",72-4,Overlap,,,73,4,Overlap,1
319,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",72-5,Identity and differentiation,,,73,5,Identity and differentiation,1
320,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",73-1,Invariant copula,,,74,1,Invariant copula,1
321,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",73-2,No copula,,,74,2,No copula,1
322,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",73-3,Variable copula,,,74,3,Variable copula,1
323,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",74-1,Invariant copula,,,75,1,Invariant copula,1
324,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",74-2,No copula,,,75,2,No copula,1
325,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",74-3,Variable copula,,,75,3,Variable copula,1
326,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",75-1,Invariant copula,,,76,1,Invariant copula,1
327,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",75-2,No copula,,,76,2,No copula,1
328,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",75-3,Variable copula,,,76,3,Variable copula,1
329,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",76-1,Identity,,,77,1,Identity,1
330,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",76-2,Differentiation,,,77,2,Differentiation,1
331,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",76-3,Overlap,,,77,3,Overlap,1
332,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",76-4,Identity and differentiation,,,77,4,Identity and differentiation,1
333,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",77-1,Transitive,,,78,1,Transitive,1
334,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",77-2,Locational,,,78,3,Locational,1
335,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",77-3,Genitive,,,78,4,Genitive,1
336,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",77-4,Comitative,,,78,2,Comitative,1
337,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",77-5,Topic,,,78,5,Topic,1
338,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",78-1,Identity,,,79,1,Identity,1
339,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",78-2,Differentiation,,,79,2,Differentiation,1
340,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",78-3,Overlap,,,79,3,Overlap,1
341,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",78-5,No transitive possession verb,,,79,4,No transitive possession verb,1
342,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",79-1,No adpositional/case marking,,,80,1,No adpositional/case marking,1
343,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",79-2,Preposition,,,80,2,Preposition,1
344,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",79-3,Postpostion,,,80,3,Postposition,1
345,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",79-4,Circumposition,,,80,4,Circumposition,1
346,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",79-5,Serial verb,,,80,5,Serial verb,1
347,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",79-6,Serial verb plus preposition,,,80,6,Serial verb plus preposition,1
348,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",79-7,Case,,,80,7,Case,1
349,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",80-1,No adpositional/case marking,,,81,1,No adpositional/case marking,1
350,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",80-2,Preposition,,,81,2,Preposition,1
351,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",80-3,Postposition,,,81,3,Postposition,1
352,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",80-4,Circumposition,,,81,4,Circumposition,1
353,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",80-5,Serial verb,,,81,5,Serial verb,1
354,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",80-6,Serial verb plus preposition,,,81,6,Serial verb plus preposition,1
355,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",80-7,Case,,,81,7,Case,1
356,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",81-1,Identity,,,82,1,Identity,1
357,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",81-2,Differentiation,,,82,2,Differentiation,1
358,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",81-3,Overlap,,,82,3,Overlap,1
359,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",81-4,Identity and differentiation,,,82,4,Identity and differentiation,1
360,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",82-1,Special motion-to preposition,,,83,1,Special motion-to preposition,1
361,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",82-2,At-rest marking is used to express motion-to,,,83,2,At-rest marking is used to express motion-to,1
362,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",82-3,Serial verb construction,,,83,3,Serial verb construction,1
363,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",82-4,Serial verb construction plus preposition,,,83,4,Serial verb construction plus preposition,1
364,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",82-5,Circumposition,,,83,5,Circumposition,1
365,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",82-6,Allative case,,,83,6,Allative case,1
366,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",83-1,Special motion-from adposition,,,84,1,Special motion-from adposition,1
367,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",83-2,At-rest marking is used to express motion-from,,,84,2,At-rest marking used to express motion-from,1
368,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",83-3,Serial verb construction,,,84,3,Serial verb construction,1
369,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",83-4,Serial verb construction plus preposition,,,84,4,Serial verb construction plus preposition,1
370,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",83-5,Circumposition,,,84,5,Circumposition,1
371,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",83-6,Ablative case,,,84,6,Ablative case,1
372,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",84-2,‘Come’ and ‘go’ directionals exist,,,85,1,‘Come’ and ‘go’ directionals exist,1
373,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",84-3,‘Come’ and ‘go’ directionals do not exist,,,85,2,‘Come’ and ‘go’ directionals do not exist,1
374,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",85-1,No ‘take’ serials,,,86,5,No ‘take’ serials,1
375,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",85-2,"Theme of the second verb, literal interpretation possible",,,86,1,"Theme of 2nd verb, literal interpr. possible",1
376,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",85-3,"Theme of the second verb, literal interpretation impossible",,,86,2,"Theme of 2nd verb, lit. interpr. impossible",1
416,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",93-2,Relative particle and gap,,,94,2,Relative particle and gap,1
377,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",85-4,"Instrument of the second verb, with resumptive pronoun",,,86,4,"Instrument of 2nd verb, with res. pron.",1
378,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",85-5,"Instrument of the second verb, no resumptive pronoun",,,86,3,"Instrument of 2nd verb, no res. pron.",1
379,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",86-1,"‘Give’ in second position, recipient only",,,87,1,"Second verb, recipient only",1
380,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",86-2,"‘Give’ in second position, recipient or beneficiary",,,87,2,"Second verb, recipient or beneficiary",1
381,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",86-3,"‘Give’ in first position, recipient only",,,87,3,"First verb, recipient only",1
382,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",86-5,No ‘give’ serials exist,,,87,4,No ‘give’ serials exist,1
383,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",87-1,Ordinary anaphoric pronoun,,,88,1,Ordinary anaphoric pronoun,1
384,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",87-2,Reflexive pronoun with ‘body’ or body-part,,,88,4,Body-part reflexive pronoun,1
385,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",87-3,Compound reflexive pronoun with emphasizer,,,88,5,Compound reflexive pronoun with emphasizer,1
386,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",87-4,Reflexive marking on the verb,,,88,3,Reflexive marking on the verb,1
